計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビング台所AC,洋室AC 玄関,台所浴室 電灯コンセント,座敷リビング 電灯,洋室 玄関 WC 電灯,寝室 AC,未使用,座敷 AC,温風ヒーター,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180501,-,-,-,13524,0,0,0,6409,4578,613,1515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13524,-,-,-,-,-,-,-,-
20180502,-,-,-,19126,0,0,0,11644,4332,939,1828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19126,-,-,-,-,-,-,-,-
20180503,-,-,-,21336,0,753,0,11514,4755,806,3139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21336,-,-,-,-,-,-,-,-
20180504,-,-,-,21035,0,224,0,12024,4534,908,2983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21035,-,-,-,-,-,-,-,-
20180505,-,-,-,19676,0,0,0,10609,4869,591,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19676,-,-,-,-,-,-,-,-
20180506,-,-,-,23208,0,2831,0,10828,5481,374,3338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23208,-,-,-,-,-,-,-,-
20180507,-,-,-,21572,0,545,0,12646,5192,529,2296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21572,-,-,-,-,-,-,-,-
20180508,-,-,-,23050,0,2871,0,10248,5367,89,4099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23050,-,-,-,-,-,-,-,-
20180509,-,-,-,21320,0,1606,0,9744,4509,408,4645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21320,-,-,-,-,-,-,-,-
20180510,-,-,-,20159,0,498,0,11142,4027,239,3906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20159,-,-,-,-,-,-,-,-
20180511,-,-,-,17476,0,474,0,10006,3390,133,3081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17476,-,-,-,-,-,-,-,-
20180512,-,-,-,17219,0,287,0,10099,3985,293,2176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17219,-,-,-,-,-,-,-,-
20180513,-,-,-,18368,0,429,0,11178,4465,99,1806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18368,-,-,-,-,-,-,-,-
20180514,-,-,-,17547,0,0,0,10205,5212,146,1619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17547,-,-,-,-,-,-,-,-
20180515,-,-,-,15075,0,0,0,9745,3741,98,1129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15075,-,-,-,-,-,-,-,-
20180516,-,-,-,14264,0,0,0,8929,3948,462,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14264,-,-,-,-,-,-,-,-
20180517,-,-,-,9148,0,0,0,4183,4390,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9148,-,-,-,-,-,-,-,-
20180518,-,-,-,11299,0,0,0,6155,4578,72,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11299,-,-,-,-,-,-,-,-
20180519,-,-,-,15895,0,1269,0,7171,4259,297,2442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15895,-,-,-,-,-,-,-,-
20180520,-,-,-,17261,0,0,0,10540,3862,84,2399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17261,-,-,-,-,-,-,-,-
20180521,-,-,-,14508,0,0,0,9099,3801,106,1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14508,-,-,-,-,-,-,-,-
