計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビング台所AC,洋室AC 玄関,台所浴室 電灯コンセント,座敷リビング 電灯,洋室 玄関 WC 電灯,寝室 AC,未使用,座敷 AC,温風ヒーター,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180101,-,-,-,44311,0,12943,0,12662,3720,469,13831,0,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44311,-,-,-,-,-,-,-,-
20180102,-,-,-,42003,0,10510,0,11473,5859,312,13523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42003,-,-,-,-,-,-,-,-
20180103,-,-,-,39311,0,10230,0,12226,4620,587,11283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39311,-,-,-,-,-,-,-,-
20180104,-,-,-,40724,0,11607,0,11493,4945,307,12034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40724,-,-,-,-,-,-,-,-
20180105,-,-,-,39095,0,11930,0,11081,5252,611,9905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39095,-,-,-,-,-,-,-,-
20180106,-,-,-,39003,0,10493,0,12437,5503,133,10113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39003,-,-,-,-,-,-,-,-
20180107,-,-,-,43394,0,14586,0,11796,4372,537,11757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43394,-,-,-,-,-,-,-,-
20180108,-,-,-,32979,0,8154,0,10612,6139,728,7054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32979,-,-,-,-,-,-,-,-
20180109,-,-,-,43559,0,12783,0,12025,5524,145,12735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43559,-,-,-,-,-,-,-,-
20180110,-,-,-,44855,0,13989,0,11363,3718,387,15004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44855,-,-,-,-,-,-,-,-
20180111,-,-,-,44313,0,13939,0,13158,4037,251,12493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44313,-,-,-,-,-,-,-,-
20180112,-,-,-,49465,0,13452,0,11202,5178,1175,18058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49465,-,-,-,-,-,-,-,-
