計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビング台所AC,洋室AC 玄関,台所浴室 電灯コンセント,座敷リビング 電灯,洋室 玄関 WC 電灯,寝室 AC,未使用,座敷 AC,温風ヒーター,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180601,-,-,-,11413,0,0,0,5642,4390,971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11413,-,-,-,-,-,-,-,-
20180602,-,-,-,12689,0,0,0,6497,4547,1253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12689,-,-,-,-,-,-,-,-
20180603,-,-,-,12718,0,0,0,6167,4831,1367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12718,-,-,-,-,-,-,-,-
20180604,-,-,-,11542,0,0,0,5426,3786,1959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11542,-,-,-,-,-,-,-,-
20180605,-,-,-,9210,0,0,0,4558,3511,746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9210,-,-,-,-,-,-,-,-
20180606,-,-,-,9692,0,0,0,4811,4029,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9692,-,-,-,-,-,-,-,-
20180607,-,-,-,10812,0,0,0,4835,4488,1112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10812,-,-,-,-,-,-,-,-
20180608,-,-,-,13300,0,0,0,6014,5361,1550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13300,-,-,-,-,-,-,-,-
20180609,-,-,-,15178,0,0,0,6730,5435,1707,969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15178,-,-,-,-,-,-,-,-
20180610,-,-,-,14675,0,0,0,7783,5279,1299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14675,-,-,-,-,-,-,-,-
20180611,-,-,-,13832,0,0,0,5958,5656,1423,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13832,-,-,-,-,-,-,-,-
20180612,-,-,-,11729,0,0,0,4764,4345,936,1293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11729,-,-,-,-,-,-,-,-
20180613,-,-,-,13986,0,0,0,6116,4867,1378,1265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13986,-,-,-,-,-,-,-,-
20180614,-,-,-,11199,0,0,0,5231,4277,385,872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11199,-,-,-,-,-,-,-,-
20180615,-,-,-,9124,0,0,0,4630,3674,146,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9124,-,-,-,-,-,-,-,-
20180616,-,-,-,8672,0,0,0,4468,3875,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8672,-,-,-,-,-,-,-,-
20180617,-,-,-,9975,0,0,0,5358,4192,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9975,-,-,-,-,-,-,-,-
20180618,-,-,-,11356,0,0,0,5353,5646,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11356,-,-,-,-,-,-,-,-
20180619,-,-,-,11548,0,0,0,6296,4766,54,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11548,-,-,-,-,-,-,-,-
20180620,-,-,-,12161,0,0,0,6318,4972,288,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12161,-,-,-,-,-,-,-,-
20180621,-,-,-,10673,0,0,0,5602,4494,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10673,-,-,-,-,-,-,-,-
