計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビングTV・照明,冷蔵庫,リビングAC・2階AC1,2階エアコン2,電子レンジ・炊飯器,主寝室エアコン,未使用,浴室照明,洗濯機,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180201,-,-,-,18053,0,2019,1783,0,1600,456,0,0,1942,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18053,-,-,-,-,-,-,-,-
20180202,-,-,-,17270,0,2126,1668,0,2113,508,0,0,2809,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17270,-,-,-,-,-,-,-,-
20180203,-,-,-,18941,0,2019,1801,0,1699,385,0,0,3871,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18941,-,-,-,-,-,-,-,-
20180204,-,-,-,22468,0,2430,1959,0,2298,708,0,0,5321,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22468,-,-,-,-,-,-,-,-
20180205,-,-,-,18050,0,1363,1826,0,2655,659,0,0,3897,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18050,-,-,-,-,-,-,-,-
20180206,-,-,-,14657,0,1373,1459,0,3118,668,0,0,3989,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14657,-,-,-,-,-,-,-,-
20180207,-,-,-,18683,0,1656,1903,0,2304,660,1870,0,3309,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18683,-,-,-,-,-,-,-,-
20180208,-,-,-,17818,0,1350,1766,481,0,830,3943,0,3168,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17818,-,-,-,-,-,-,-,-
20180209,-,-,-,15562,0,2142,1968,0,0,829,2736,0,2565,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15562,-,-,-,-,-,-,-,-
20180210,-,-,-,13429,0,1744,1981,0,0,363,1854,0,2514,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13429,-,-,-,-,-,-,-,-
20180211,-,-,-,21339,0,2755,1899,0,0,376,3042,0,4342,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21339,-,-,-,-,-,-,-,-
20180212,-,-,-,23928,0,1737,2033,0,0,647,3909,0,3954,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23928,-,-,-,-,-,-,-,-
20180213,-,-,-,21561,0,2692,1996,0,0,629,3509,0,3948,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21561,-,-,-,-,-,-,-,-
20180214,-,-,-,21012,0,3493,2383,0,0,218,2674,0,3950,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21012,-,-,-,-,-,-,-,-
