計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビングTV・照明,冷蔵庫,リビングAC・2階AC1,2階エアコン2,電子レンジ・炊飯器,主寝室エアコン,未使用,浴室照明,洗濯機,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180101,-,-,-,10062,0,650,1544,0,0,455,2081,0,2623,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10062,-,-,-,-,-,-,-,-
20180102,-,-,-,10304,0,930,1273,0,0,374,613,0,2912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10304,-,-,-,-,-,-,-,-
20180103,-,-,-,13154,0,3871,1822,0,0,915,2251,0,2710,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13154,-,-,-,-,-,-,-,-
20180104,-,-,-,12223,0,3151,1709,0,0,529,2231,0,2443,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12223,-,-,-,-,-,-,-,-
20180105,-,-,-,6774,0,2359,1524,0,0,166,0,0,1747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6774,-,-,-,-,-,-,-,-
20180106,-,-,-,5864,0,1838,1233,0,0,0,0,0,1802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5864,-,-,-,-,-,-,-,-
20180107,-,-,-,13319,0,3597,1634,0,0,477,673,0,3179,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13319,-,-,-,-,-,-,-,-
20180108,-,-,-,13127,0,3022,1757,0,0,575,1599,0,1973,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13127,-,-,-,-,-,-,-,-
20180109,-,-,-,13511,0,2340,1780,0,0,468,1745,0,1731,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13511,-,-,-,-,-,-,-,-
20180110,-,-,-,13353,0,1065,1706,0,0,667,2407,0,2215,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13353,-,-,-,-,-,-,-,-
20180111,-,-,-,14502,0,1423,1778,0,0,621,2713,0,3634,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14502,-,-,-,-,-,-,-,-
20180112,-,-,-,22922,0,1916,1853,0,0,769,3609,0,4200,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22922,-,-,-,-,-,-,-,-
20180113,-,-,-,12988,0,1446,1579,0,0,358,2787,0,3274,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12988,-,-,-,-,-,-,-,-
20180114,-,-,-,14927,0,2348,2032,0,0,646,35,0,3003,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14927,-,-,-,-,-,-,-,-
20180115,-,-,-,19046,0,1709,1981,0,729,655,9,0,2672,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19046,-,-,-,-,-,-,-,-
20180116,-,-,-,14191,0,1813,2074,0,1537,747,0,0,1965,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14191,-,-,-,-,-,-,-,-
20180117,-,-,-,12560,0,3430,2129,0,0,795,1,0,1901,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12560,-,-,-,-,-,-,-,-
20180118,-,-,-,13307,0,3451,2494,0,0,375,0,0,1944,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13307,-,-,-,-,-,-,-,-
20180119,-,-,-,13193,0,2143,1947,0,0,777,0,0,1967,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13193,-,-,-,-,-,-,-,-
20180120,-,-,-,12546,0,2597,1712,0,0,487,0,0,2500,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12546,-,-,-,-,-,-,-,-
20180121,-,-,-,11544,0,1981,1884,0,0,528,0,0,3192,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11544,-,-,-,-,-,-,-,-
20180122,-,-,-,12957,0,1199,1812,0,642,470,0,0,1930,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12957,-,-,-,-,-,-,-,-
20180123,-,-,-,10480,0,1820,1763,0,2177,392,0,0,2205,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10480,-,-,-,-,-,-,-,-
20180124,-,-,-,19533,0,1828,1662,0,2902,481,0,0,3850,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19533,-,-,-,-,-,-,-,-
20180125,-,-,-,17784,0,1244,1570,0,2945,335,0,0,3747,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17784,-,-,-,-,-,-,-,-
20180126,-,-,-,17017,0,904,1516,0,2821,368,0,0,4286,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17017,-,-,-,-,-,-,-,-
20180127,-,-,-,18400,0,1687,1513,0,2310,413,0,0,3962,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18400,-,-,-,-,-,-,-,-
20180128,-,-,-,21552,0,2552,1822,0,2746,444,0,0,3937,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21552,-,-,-,-,-,-,-,-
20180129,-,-,-,19021,0,1750,1766,0,1951,317,0,0,3391,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19021,-,-,-,-,-,-,-,-
20180130,-,-,-,15458,0,1129,1701,0,2246,294,0,0,3047,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15458,-,-,-,-,-,-,-,-
20180131,-,-,-,20478,0,1794,1818,0,2216,543,0,0,3158,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20478,-,-,-,-,-,-,-,-
