計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,IHヒーター,エアコン,エコキュート,リビング照明 冷蔵庫,特定5,洗濯機 テレビ 照明,未使用,洋室コンセント,特定8,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
2018070100+0900,-,-,-,2524,0,346,688,912,290,0,135,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2524,-,-,54,-,-,-,-,-
2018070101+0900,-,-,-,1871,0,214,204,910,177,0,160,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1871,-,-,8,-,-,-,-,-
2018070102+0900,-,-,-,1895,0,0,154,910,115,0,563,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1895,-,-,7,-,-,-,-,-
2018070103+0900,-,-,-,2263,0,0,505,902,114,0,573,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2263,-,-,0,-,-,-,-,-
2018070104+0900,-,-,-,1171,0,0,0,358,111,0,565,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1171,-,-,0,-,-,-,-,-
2018070105+0900,-,-,-,1154,0,54,239,0,117,4,583,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1154,-,-,2,-,-,-,-,-
2018070106+0900,-,-,-,2191,0,35,1143,0,176,0,669,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2191,-,-,2,-,-,-,-,-
2018070107+0900,-,-,-,1486,0,0,853,0,179,0,340,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1486,-,-,1,-,-,-,-,-
2018070108+0900,-,-,-,1270,0,0,815,6,175,0,119,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1270,-,-,65,-,-,-,-,-
2018070109+0900,-,-,-,342,0,0,30,0,106,0,102,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,-,-,0,-,-,-,-,-
2018070110+0900,-,-,-,320,0,0,0,0,84,0,85,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,-,-,0,-,-,-,-,-
2018070111+0900,-,-,-,314,0,0,0,0,82,0,87,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,-,-,0,-,-,-,-,-
2018070112+0900,-,-,-,297,0,0,0,0,105,0,87,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,-,-,0,-,-,-,-,-
2018070113+0900,-,-,-,314,0,0,0,0,75,0,83,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,-,-,0,-,-,-,-,-
2018070114+0900,-,-,-,310,0,0,0,0,80,0,87,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,-,-,0,-,-,-,-,-
2018070115+0900,-,-,-,310,0,0,0,0,75,0,85,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,-,-,0,-,-,-,-,-
2018070116+0900,-,-,-,1591,0,0,1004,0,107,0,306,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1591,-,-,102,-,-,-,-,-
2018070117+0900,-,-,-,2750,0,0,1730,5,165,0,652,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2750,-,-,204,-,-,-,-,-
2018070118+0900,-,-,-,2664,0,0,1733,0,207,0,530,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2664,-,-,55,-,-,-,-,-
2018070119+0900,-,-,-,2641,0,119,1938,0,143,0,242,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2641,-,-,2,-,-,-,-,-
2018070120+0900,-,-,-,1496,0,86,711,0,176,0,320,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1496,-,-,7,-,-,-,-,-
2018070121+0900,-,-,-,353,0,0,0,0,116,0,104,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353,-,-,0,-,-,-,-,-
2018070122+0900,-,-,-,347,0,0,0,0,104,0,94,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,-,-,0,-,-,-,-,-
2018070123+0900,-,-,-,2641,0,0,1601,546,144,0,163,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2641,-,-,13,-,-,-,-,-
