計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,太陽光発電,IHヒーター,エコキュート,ワンルームAC・200V,2F寝室AC,1R冷蔵庫・洗濯機・照明,未使用,1R・TV・2F寝室照明,居間照明・コンセント,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180301,-,-,-,18007,2417,6120,572,8584,5540,0,6570,0,5276,2869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21710,-,-,-,-,-,-,-,-
20180302,-,-,-,16206,10692,14568,712,8224,3854,0,6248,0,4496,3358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20082,-,-,-,-,-,-,-,-
20180303,-,-,-,19912,2918,5809,200,8834,5564,0,6521,0,5466,3633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22803,-,-,-,-,-,-,-,-
20180304,-,-,-,12293,9895,17735,580,7576,1693,0,7192,0,7134,2502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20133,-,-,-,-,-,-,-,-
20180305,-,-,-,15026,262,1454,99,6965,0,0,6700,0,4685,3119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16218,-,-,-,-,-,-,-,-
20180306,-,-,-,12987,14245,18154,0,7151,1328,0,6457,0,4085,3404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16896,-,-,-,-,-,-,-,-
20180307,-,-,-,14051,7457,11309,759,9913,1695,0,6418,0,5731,2461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17903,-,-,-,-,-,-,-,-
20180308,-,-,-,17557,42,1288,0,5557,1312,0,6009,0,6623,4089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18803,-,-,-,-,-,-,-,-
20180309,-,-,-,17119,6552,11689,242,7601,4540,0,5983,0,7905,2693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22256,-,-,-,-,-,-,-,-
20180310,-,-,-,16982,10907,19748,492,5375,3075,0,7328,0,10123,3766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25823,-,-,-,-,-,-,-,-
20180311,-,-,-,11735,11231,18735,133,8496,0,0,6174,0,9180,2764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19239,-,-,-,-,-,-,-,-
20180312,-,-,-,11566,8162,12774,0,7150,1367,0,6151,0,4602,2951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16178,-,-,-,-,-,-,-,-
20180313,-,-,-,11266,13092,17063,120,8188,1365,0,6319,0,3754,2510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15237,-,-,-,-,-,-,-,-
20180314,-,-,-,9979,14491,18554,0,7496,916,0,6196,0,3779,2529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14042,-,-,-,-,-,-,-,-
20180315,-,-,-,12076,3796,6259,403,5919,0,0,6845,0,4267,2449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14539,-,-,-,-,-,-,-,-
