計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,太陽光発電,IHヒーター,エコキュート,ワンルームAC・200V,2F寝室AC,1R冷蔵庫・洗濯機・照明,未使用,1R・TV・2F寝室照明,居間照明・コンセント,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180501,-,-,-,9603,11418,15141,488,6441,0,0,7062,0,3604,1547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13326,-,-,-,-,-,-,-,-
20180502,-,-,-,12423,551,2662,265,5324,0,0,7206,0,3964,2355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14534,-,-,-,-,-,-,-,-
20180503,-,-,-,10110,13090,22199,78,2892,0,0,7188,0,9420,1840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19219,-,-,-,-,-,-,-,-
20180504,-,-,-,10325,14782,22937,614,6567,0,0,6784,0,7784,2466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18480,-,-,-,-,-,-,-,-
20180505,-,-,-,9943,12915,21552,187,6473,0,0,6561,0,8441,2326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18580,-,-,-,-,-,-,-,-
20180506,-,-,-,15146,585,3453,483,5446,0,0,7454,0,6381,2996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18014,-,-,-,-,-,-,-,-
20180507,-,-,-,11622,297,892,252,5121,0,0,7182,0,2684,1522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12217,-,-,-,-,-,-,-,-
20180508,-,-,-,11992,740,2864,272,4670,0,0,7520,0,3554,2147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14116,-,-,-,-,-,-,-,-
20180509,-,-,-,10297,14310,19466,100,6502,0,0,6911,0,5575,1892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15453,-,-,-,-,-,-,-,-
20180510,-,-,-,7411,16253,24160,141,6319,0,0,6607,0,5799,2255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15318,-,-,-,-,-,-,-,-
