計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,キッチン・食器洗乾燥機・,ＩＨ・キッチン,エアコン・リビング,冷蔵庫・キッチン,洗濯機・洗面,冷蔵庫・納戸,未使用,洋室１・テレビ,和室寝室,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20171101,-,-,-,11997,0,2402,0,0,2447,90,732,0,710,3267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11997,-,-,-,-,-,-,-,-
20171102,-,-,-,13154,0,3849,0,0,2504,0,710,0,703,3213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13154,-,-,-,-,-,-,-,-
20171103,-,-,-,12804,0,2696,0,0,2935,110,706,0,729,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12804,-,-,-,-,-,-,-,-
20171104,-,-,-,12520,0,2468,343,0,2445,0,747,0,718,3265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12520,-,-,-,-,-,-,-,-
20171105,-,-,-,11311,0,2008,0,0,2019,0,762,0,713,3275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11311,-,-,-,-,-,-,-,-
20171106,-,-,-,12662,0,2753,0,0,2624,0,742,0,727,3236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12662,-,-,-,-,-,-,-,-
20171107,-,-,-,12480,0,2542,0,0,2668,126,738,0,718,3221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12480,-,-,-,-,-,-,-,-
20171108,-,-,-,13322,0,3045,0,0,3237,0,715,0,721,3180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13322,-,-,-,-,-,-,-,-
20171109,-,-,-,12612,0,2714,0,0,2679,88,724,0,717,3229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12612,-,-,-,-,-,-,-,-
20171110,-,-,-,12817,0,2897,0,0,2624,76,803,0,751,3285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12817,-,-,-,-,-,-,-,-
20171111,-,-,-,12073,0,2172,0,0,2642,0,736,0,714,3316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12073,-,-,-,-,-,-,-,-
20171112,-,-,-,11933,0,2242,0,0,2434,0,793,0,707,3339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11933,-,-,-,-,-,-,-,-
20171113,-,-,-,12378,0,2644,0,0,2475,0,822,0,713,3249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12378,-,-,-,-,-,-,-,-
20171114,-,-,-,12907,0,2236,0,0,2694,108,780,0,735,3330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12907,-,-,-,-,-,-,-,-
20171115,-,-,-,12128,0,2219,0,0,2365,0,947,0,698,3292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12128,-,-,-,-,-,-,-,-
20171116,-,-,-,11566,0,2043,0,0,2290,0,784,0,708,3272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11566,-,-,-,-,-,-,-,-
20171117,-,-,-,12214,0,2403,0,0,2387,87,822,0,681,3316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12214,-,-,-,-,-,-,-,-
20171118,-,-,-,12713,0,3359,0,0,1961,0,787,0,691,3329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12713,-,-,-,-,-,-,-,-
20171119,-,-,-,11679,0,1898,0,0,2425,0,837,0,699,3396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11679,-,-,-,-,-,-,-,-
20171120,-,-,-,12490,0,2493,0,0,2235,0,833,0,893,3368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12490,-,-,-,-,-,-,-,-
