計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,スポットライト,未使用,エコキュート,未使用,シャンデリア,ワインセラー,未使用,厨房換気扇,ペンダント,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20170901,-,-,-,25969,0,3489,0,7361,0,3798,650,0,5435,2447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25969,-,-,1017,-,-,-,-,-
20170902,-,-,-,27035,0,2338,0,4684,0,3259,650,0,5590,2214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27035,-,-,1103,-,-,-,-,-
20170903,-,-,-,24859,0,1493,0,4438,0,0,672,0,5192,2417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24859,-,-,664,-,-,-,-,-
20170904,-,-,-,28215,0,3033,0,3922,0,9004,919,0,8140,4557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28215,-,-,1021,-,-,-,-,-
20170905,-,-,-,20824,0,1294,0,5049,0,0,600,0,2998,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20824,-,-,924,-,-,-,-,-
20170906,-,-,-,26229,0,2541,0,5440,0,2739,697,0,6785,2607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26229,-,-,775,-,-,-,-,-
20170907,-,-,-,26066,0,3083,0,5201,0,3518,709,0,7143,2948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26066,-,-,1282,-,-,-,-,-
20170908,-,-,-,26929,0,3226,0,6887,0,3838,726,0,6854,2736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26929,-,-,1402,-,-,-,-,-
20170909,-,-,-,25395,0,2740,0,8562,0,3615,736,0,6341,3093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25395,-,-,1097,-,-,-,-,-
20170910,-,-,-,22185,0,1021,0,6086,0,0,743,0,4188,2172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22185,-,-,848,-,-,-,-,-
20170911,-,-,-,15720,0,37,0,4526,0,0,804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15720,-,-,446,-,-,-,-,-
20170912,-,-,-,26852,0,1791,0,4181,0,2943,815,0,5979,3702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26852,-,-,576,-,-,-,-,-
20170913,-,-,-,25039,0,2219,0,3668,0,3656,757,0,6313,2526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25039,-,-,904,-,-,-,-,-
20170914,-,-,-,26874,0,3727,0,6945,0,6804,811,0,7122,2979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26874,-,-,893,-,-,-,-,-
20170915,-,-,-,25057,0,3422,0,6102,0,4718,620,0,7783,3324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25057,-,-,1400,-,-,-,-,-
20170916,-,-,-,22984,0,1064,0,8429,0,1,616,0,4180,2482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22984,-,-,566,-,-,-,-,-
20170917,-,-,-,14441,0,91,0,1671,0,0,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14441,-,-,0,-,-,-,-,-
20170918,-,-,-,17040,0,0,0,2614,0,0,812,0,1536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17040,-,-,667,-,-,-,-,-
20170919,-,-,-,24101,0,3678,0,5843,0,4423,757,0,5680,2687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24101,-,-,947,-,-,-,-,-
