計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビングAC,仏間AC・200V,未使用,未使用,冷蔵洗濯・リビング照明コ,2Fエアコン,未使用,専用回路・電話機・ONU,未使用,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180501,-,-,-,13213,0,0,0,0,0,12692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13213,-,-,-,-,-,-,-,-
20180502,-,-,-,13043,0,0,0,0,0,12529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13043,-,-,-,-,-,-,-,-
20180503,-,-,-,17165,0,0,0,0,0,15937,0,0,686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17165,-,-,-,-,-,-,-,-
20180504,-,-,-,17349,0,0,0,0,0,16726,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17349,-,-,-,-,-,-,-,-
20180505,-,-,-,13654,0,0,0,0,0,12892,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13654,-,-,-,-,-,-,-,-
20180506,-,-,-,18998,0,2737,0,0,0,15485,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18998,-,-,-,-,-,-,-,-
20180507,-,-,-,16378,0,1753,0,0,0,13857,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16378,-,-,-,-,-,-,-,-
20180508,-,-,-,17505,0,2135,0,0,0,13794,0,0,863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17505,-,-,-,-,-,-,-,-
20180509,-,-,-,17408,0,3791,0,0,0,12856,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17408,-,-,-,-,-,-,-,-
20180510,-,-,-,17415,0,1590,0,0,0,15044,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17415,-,-,-,-,-,-,-,-
20180511,-,-,-,15545,0,1770,0,0,0,13009,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15545,-,-,-,-,-,-,-,-
20180512,-,-,-,14163,0,0,0,0,0,13393,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14163,-,-,-,-,-,-,-,-
20180513,-,-,-,15223,0,1166,0,0,0,13278,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15223,-,-,-,-,-,-,-,-
20180514,-,-,-,13152,0,0,0,0,0,12388,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13152,-,-,-,-,-,-,-,-
20180515,-,-,-,13362,0,0,0,0,0,12597,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13362,-,-,-,-,-,-,-,-
20180516,-,-,-,13405,0,0,0,0,0,12638,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13405,-,-,-,-,-,-,-,-
20180517,-,-,-,13707,0,0,0,0,0,12934,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13707,-,-,-,-,-,-,-,-
20180518,-,-,-,14160,0,0,0,0,0,13389,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14160,-,-,-,-,-,-,-,-
20180519,-,-,-,14362,0,0,0,0,0,12926,0,0,766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14362,-,-,-,-,-,-,-,-
20180520,-,-,-,15631,0,0,0,0,0,14852,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15631,-,-,-,-,-,-,-,-
20180521,-,-,-,14974,0,0,0,0,0,14203,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14974,-,-,-,-,-,-,-,-
20180522,-,-,-,13446,0,0,0,0,0,12681,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13446,-,-,-,-,-,-,-,-
20180523,-,-,-,14230,0,593,0,0,0,12863,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14230,-,-,-,-,-,-,-,-
20180524,-,-,-,13331,0,0,0,0,0,12570,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13331,-,-,-,-,-,-,-,-
20180525,-,-,-,13581,0,0,0,0,0,12814,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13581,-,-,-,-,-,-,-,-
20180526,-,-,-,13821,0,0,0,0,0,13054,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13821,-,-,-,-,-,-,-,-
20180527,-,-,-,13574,0,0,0,0,0,12811,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13574,-,-,-,-,-,-,-,-
20180528,-,-,-,13715,0,394,0,0,0,12556,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13715,-,-,-,-,-,-,-,-
20180529,-,-,-,12800,0,0,0,0,0,12041,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12800,-,-,-,-,-,-,-,-
20180530,-,-,-,13517,0,0,0,0,0,12754,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13517,-,-,-,-,-,-,-,-
20180531,-,-,-,13135,0,0,0,0,0,12375,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13135,-,-,-,-,-,-,-,-
