計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,ＩＨ,エアコン・リビング,エアコン・洋室２,エコキュート,テレビ、電灯、コンセント,洗濯機・浴室,未使用,キッチン・レンジ、冷蔵庫,キッチン、コンセント,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180301,-,-,-,14673,0,556,4473,0,4767,709,833,0,1814,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14673,-,-,-,-,-,-,-,-
20180302,-,-,-,12022,0,54,2034,0,7157,302,611,0,1619,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12022,-,-,-,-,-,-,-,-
20180303,-,-,-,13691,0,106,0,6255,3063,271,654,0,1053,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13691,-,-,-,-,-,-,-,-
20180304,-,-,-,13273,0,64,3000,1485,4495,796,882,0,1633,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13273,-,-,-,-,-,-,-,-
20180305,-,-,-,11430,0,99,3436,0,3362,659,751,0,2001,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11430,-,-,-,-,-,-,-,-
20180306,-,-,-,11870,0,127,2354,0,5010,851,850,0,1621,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11870,-,-,-,-,-,-,-,-
20180307,-,-,-,16063,0,242,4858,0,5280,892,798,0,1663,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16063,-,-,-,-,-,-,-,-
20180308,-,-,-,16367,0,271,3579,0,8112,788,726,0,1712,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16367,-,-,-,-,-,-,-,-
20180309,-,-,-,17868,0,281,6228,0,4808,883,691,0,1764,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17868,-,-,-,-,-,-,-,-
20180310,-,-,-,17219,0,232,6144,0,5343,701,955,0,1862,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17219,-,-,-,-,-,-,-,-
20180311,-,-,-,16775,0,1094,3527,0,7244,954,813,0,1619,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16775,-,-,-,-,-,-,-,-
20180312,-,-,-,13784,0,212,3893,0,4705,766,803,0,1687,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13784,-,-,-,-,-,-,-,-
20180313,-,-,-,11828,0,0,1955,0,5288,709,757,0,2048,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11828,-,-,-,-,-,-,-,-
20180314,-,-,-,11315,0,30,2835,0,4877,549,754,0,1715,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11315,-,-,-,-,-,-,-,-
20180315,-,-,-,11808,0,233,3367,0,4478,578,726,0,1658,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11808,-,-,-,-,-,-,-,-
20180316,-,-,-,13018,0,36,3865,0,4060,827,597,0,1968,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13018,-,-,-,-,-,-,-,-
20180317,-,-,-,15885,0,535,4170,0,6094,853,755,0,2055,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15885,-,-,-,-,-,-,-,-
20180318,-,-,-,16444,0,186,5096,0,5630,1352,939,0,1740,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16444,-,-,-,-,-,-,-,-
20180319,-,-,-,12980,0,222,3865,0,3878,819,757,0,1933,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12980,-,-,-,-,-,-,-,-
20180320,-,-,-,11694,0,0,2944,0,4986,517,675,0,1551,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11694,-,-,-,-,-,-,-,-
