計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,ＩＨ,エアコン・リビング,エアコン・洋室２,エコキュート,テレビ、電灯、コンセント,洗濯機・浴室,未使用,キッチン・レンジ、冷蔵庫,キッチン、コンセント,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180201,-,-,-,19725,0,198,6145,1132,7339,827,729,0,1674,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19725,-,-,-,-,-,-,-,-
20180202,-,-,-,23695,0,43,7976,3022,7511,991,694,0,1902,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23695,-,-,-,-,-,-,-,-
20180203,-,-,-,23932,0,231,8320,2038,7459,1369,881,0,1587,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23932,-,-,-,-,-,-,-,-
20180204,-,-,-,30882,0,750,9865,3528,10356,1530,836,0,1780,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30882,-,-,-,-,-,-,-,-
20180205,-,-,-,24065,0,88,7301,2870,8276,843,818,0,1606,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24065,-,-,-,-,-,-,-,-
20180206,-,-,-,26708,0,207,8931,3312,8604,858,844,0,1349,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26708,-,-,-,-,-,-,-,-
20180207,-,-,-,23990,0,584,7832,2573,6785,997,845,0,1827,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23990,-,-,-,-,-,-,-,-
20180208,-,-,-,23035,0,192,6431,2512,8136,803,820,0,1397,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23035,-,-,-,-,-,-,-,-
20180209,-,-,-,23137,0,115,8851,3078,5387,980,884,0,1878,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23137,-,-,-,-,-,-,-,-
20180210,-,-,-,27848,0,82,11178,2339,7584,1066,926,0,2009,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27848,-,-,-,-,-,-,-,-
