計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,ＩＨ,エアコン・リビング,エアコン・洋室２,エコキュート,テレビ、電灯、コンセント,洗濯機・浴室,未使用,キッチン・レンジ、冷蔵庫,キッチン、コンセント,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180101,-,-,-,26982,0,500,8783,3825,8155,1232,768,0,1732,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26982,-,-,-,-,-,-,-,-
20180102,-,-,-,16395,0,135,4749,989,6077,746,761,0,1742,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16395,-,-,-,-,-,-,-,-
20180103,-,-,-,24873,0,492,6794,1920,10688,950,825,0,1617,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24873,-,-,-,-,-,-,-,-
20180104,-,-,-,15405,0,616,5820,588,3916,766,767,0,1646,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15405,-,-,-,-,-,-,-,-
20180105,-,-,-,16374,0,103,4837,589,6619,598,631,0,1372,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16374,-,-,-,-,-,-,-,-
20180106,-,-,-,23102,0,483,8374,2438,6309,1187,699,0,1652,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23102,-,-,-,-,-,-,-,-
20180107,-,-,-,20943,0,486,7677,2379,5437,1112,910,0,1585,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20943,-,-,-,-,-,-,-,-
20180108,-,-,-,20826,0,1075,6178,814,6689,1420,696,0,2068,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20826,-,-,-,-,-,-,-,-
20180109,-,-,-,17920,0,99,5921,508,6364,785,770,0,1705,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17920,-,-,-,-,-,-,-,-
20180110,-,-,-,21959,0,37,7057,536,9029,795,874,0,1980,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21959,-,-,-,-,-,-,-,-
