計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,テレビ冷蔵庫洗濯機,エアコン・リビング,２階寝室エアコン,照明・リビング,電子レンジ・キッチン,照明・キッチン,未使用,エアコン・２階,照明・洗面,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180301,-,-,-,8167,0,2939,0,23,1104,657,1217,0,928,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8167,-,-,-,-,-,-,-,-
20180302,-,-,-,8660,0,3277,0,15,1144,580,873,0,2967,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8660,-,-,-,-,-,-,-,-
20180303,-,-,-,8746,0,3345,0,79,1367,632,1281,0,2338,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8746,-,-,-,-,-,-,-,-
20180304,-,-,-,7602,0,2936,0,26,832,889,1131,0,1740,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7602,-,-,-,-,-,-,-,-
20180305,-,-,-,7482,0,3707,0,21,903,587,995,0,267,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7482,-,-,-,-,-,-,-,-
20180306,-,-,-,7490,0,3069,0,20,938,663,1218,0,348,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7490,-,-,-,-,-,-,-,-
20180307,-,-,-,7060,0,2919,0,26,762,559,1044,0,454,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7060,-,-,-,-,-,-,-,-
20180308,-,-,-,7374,0,3449,0,18,888,426,1224,0,422,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7374,-,-,-,-,-,-,-,-
20180309,-,-,-,8113,0,3341,0,19,866,668,1150,0,1709,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8113,-,-,-,-,-,-,-,-
20180310,-,-,-,7978,0,2923,0,14,1432,522,510,0,1237,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7978,-,-,-,-,-,-,-,-
